Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
527,27829 (60.5597296),5152,515224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
528,27963 (60.3800922),6182,618237210,"Electronics and 
Telecommunication Engg",JEE(Main),AI to AI,AI
529,28043 (60.3186926),3471,347199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
530,28069 (60.3186926),6160,616037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
531,28100 (60.3079767),6317,631724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
532,28156 (60.2797185),6609,660924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
533,28158 (60.2797185),1128,112824610,Information Technology,JEE(Main),AI to AI,AI
534,28177 (60.2784243),1265,126524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
535,28239 (60.2056005),6625,662524510,Computer Engineering,JEE(Main),AI to AI,AI
536,28290 (60.2056005),5151,515137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
537,28298 (60.1995857),5330,533024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
538,28310 (60.1995857),3146,314692010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
539,28337 (59.9159750),5108,510819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
540,28374 (59.8316756),6317,631799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
541,28394 (59.8316756),5172,517229310,Electrical Engineering,JEE(Main),AI to AI,AI
542,28457 (59.7408335),5162,516229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
543,28537 (59.7036196),6214,621419110,Civil Engineering,JEE(Main),AI to AI,AI
544,28563 (59.6778334),6207,620761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
545,28580 (59.6501488),4123,412337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
546,28606 (59.6353051),5139,513984410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
547,28665 (59.6261990),6267,626708210,Bio Technology,JEE(Main),AI to AI,AI
,,,,,,,
548,28701 (59.5977624),4649,464919110,Civil Engineering,JEE(Main),AI to AI,AI
549,28780 (59.5940853),6122,612237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
550,28884 (59.4764470),4167,416735610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI
,,,,and Power],,,
551,28923 (59.4737360),6419,641937010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
552,28954 (59.3338448),3193,319337210,Electronics and ,JEE(Main),MH to AI,ORPHAN
,,,,Telecommunication Engg,,,
553,28958 (59.3338448),1105,110537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
554,28970 (59.3338448),6269,626924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
555,29030 (59.2682823),6275,627537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
556,29037 (59.2682823),4144,414461210,Mechanical Engineering,JEE(Main),AI to AI,AI
557,29059 (59.2278954),6768,676824510,Computer Engineering,JEE(Main),AI to AI,AI
558,29182 (59.0320426),3154,315491110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
559,29304 (58.9404652),3200,320024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
560,29686 (58.2428324),6206,620637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
561,29768 (58.2123399),1121,112124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
562,29787 (58.2123399),1107,110737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
563,29791 (58.2123399),6303,630324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
564,29841 (58.1954951),2020,202060610,Production Engineering,JEE(Main),MH to AI,PHCO
,,,,,,,
565,29858 (58.1905553),6311,631137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
566,29916 (58.1888750),5177,517724510,Computer Engineering,JEE(Main),AI to AI,AI
567,30079 (57.9405584),5103,510337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
568,30183 (57.5816256),6649,664937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
569,30189 (57.5816256),6272,627261210,Mechanical Engineering,JEE(Main),AI to AI,AI
570,30462 (57.4493525),3477,347724510,Computer Engineering,JEE(Main),AI to AI,AI
571,30491 (57.3430770),6839,683924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
572,30509 (57.3181535),2127,212737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
573,30525 (57.3181535),2533,253399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
574,30565 (57.3108921),1121,112124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
575,30574 (57.2490653),6282,628246610,Instrumentation ,JEE(Main),MH to AI,GNT2H
,,,,Engineering,,,
576,30612 (57.2490653),3439,343990010,Electronics and Computer ,JEE(Main),MH to AI,LOPENH
,,,,Science,,,
577,30707 (56.9873631),3471,347125710,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Design,,,
578,30734 (56.9873631),6313,631324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
579,30738 (56.9369681),6288,628891110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
580,30865 (56.9290623),3221,322161210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
581,30916 (56.8843422),4167,416719110,Civil Engineering,JEE(Main),AI to AI,AI
582,31072 (56.8052882),6632,663224510,Computer Engineering,JEE(Main),AI to AI,AI
583,31118 (56.7084970),6146,614619110,Civil Engineering,JEE(Main),AI to AI,AI
584,31159 (56.6504732),6755,675561210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
585,31198 (56.4272421),6267,626719110,Civil Engineering,JEE(Main),MH to AI,LSTO
,,,,,,,
586,31219 (56.4272421),3204,320461210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
587,31353 (56.2874833),5181,518137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
588,31392 (56.2874833),3175,317550710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
589,31492 (56.2854939),6222,622237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
590,31506 (56.2306976),6155,615529310,Electrical Engineering,JEE(Main),AI to AI,AI
591,31512 (56.2306976),1107,110799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
592,31579 (56.2255489),6326,632619110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
593,31595 (56.1815275),3146,314637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
594,31629 (56.1815275),6144,614437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
595,31657 (55.9388924),1265,126537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
596,31760 (55.8251289),5172,517261210,Mechanical Engineering,JEE(Main),AI to AI,AI
597,32005 (55.5421829),6250,625037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
598,32006 (55.5421829),5125,512524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
599,32060 (55.4341812),5330,533037210,Electronics and ,JEE(Main),MH to AI,GNT1H
,,,,Telecommunication Engg,,,
600,32122 (55.3745261),6815,681524510,Computer Engineering,JEE(Main),AI to AI,AI
601,32155 (55.3339558),6138,613837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
602,32180 (55.2790626),3190,319037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
603,32219 (55.2790626),6901,690124210,Computer Science and ,JEE(Main),MH to AI,GNT2H
,,,,Engineering,,,
604,32278 (55.2267446),1116,111624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
605,32346 (55.1216508),6802,680261210,Mechanical Engineering,JEE(Main),MH to AI,LNT1H
,,,,,,,
606,32415 (55.0984964),4145,414599510,Artificial Intelligence and ,JEE(Main),MH to AI,DEFO
,,,,Data Science,,,
607,32436 (55.0123246),3217,321724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
608,32440 (55.0123246),6177,617719110,Civil Engineering,JEE(Main),AI to AI,AI
609,32533 (54.7510975),5449,544961210,Mechanical Engineering,JEE(Main),AI to AI,AI
610,32541 (54.7510975),4304,430437250F,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
611,32554 (54.7475505),5151,515129310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
612,32558 (54.7475505),2131,213137210,Electronics and ,JEE(Main),MH to AI,LOBCH
,,,,Telecommunication Engg,,,
613,32561 (54.7475505),3210,321037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
614,32581 (54.7475505),6250,625061210,Mechanical Engineering,JEE(Main),AI to AI,AI
615,32602 (54.7248023),6307,630737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
616,32702 (54.6908911),6794,679437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
617,32839 (54.5812822),6303,630337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
618,32897 (54.5640229),6207,620746610,Instrumentation ,JEE(Main),MH to AI,LOBCH
,,,,Engineering,,,
619,32934 (54.5054106),5109,510991610,Automation and Robotics,JEE(Main),MH to AI,GNT1H
,,,,,,,
620,32958 (54.4681037),3222,322224610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
621,33074 (54.3089570),6822,682219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
622,33091 (54.3089570),5449,544929310,Electrical Engineering,JEE(Main),AI to AI,AI
623,33303 (54.0021070),1128,112837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
624,33546 (53.5442018),5162,516291610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
625,33556 (53.5100829),3198,319824510,Computer Engineering,JEE(Main),AI to AI,AI
626,33571 (53.5100829),4167,416761210,Mechanical Engineering,JEE(Main),AI to AI,AI
627,33767 (53.3162149),5161,516125710,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Design,,,
628,33849 (53.1706063),1107,110719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
629,34030 (53.0637831),6268,626837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
630,34055 (53.0447751),6758,675824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
631,34146 (52.8901020),4134,413424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
632,34165 (52.8728805),5408,540824510,Computer Engineering,JEE(Main),AI to AI,AI
633,34244 (52.7668974),6780,678024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
634,34267 (52.7668974),3183,318337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
635,34284 (52.7405945),5173,517337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
636,34294 (52.7405945),3200,320091110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
637,34386 (52.7044633),3467,346724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
638,34397 (52.7044633),4151,415124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
639,34445 (52.5709152),5177,517724610,Information Technology,JEE(Main),AI to AI,AI
640,34519 (52.4247906),4136,413637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
641,34528 (52.4247906),4104,410424610,Information Technology,JEE(Main),AI to AI,AI
642,34539 (52.4059157),6146,614661210,Mechanical Engineering,JEE(Main),MH to AI,GSTO
643,34567 (52.4059157),6270,627037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
644,34660 (51.9653633),4144,414424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
645,34664 (51.9653633),5330,533037210,Electronics and ,JEE(Main),MH to AI,GSCH
,,,,Telecommunication Engg,,,
646,34684 (51.9653633),6325,632529310,Electrical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
647,34706 (51.9596529),3203,320337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
648,34921 (51.8537171),2126,212626310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
649,35033 (51.7303875),6759,675999510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
650,35154 (51.6371334),6283,628300210,Aeronautical Engineering,JEE(Main),AI to AI,AI
651,35338 (51.3489924),6206,620661210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
652,35449 (51.1532468),3035,303537050F,Electronics and ,JEE(Main),MH to AI,LNT3O
,,,,Communication ,,,
653,35466 (51.1532468),3423,342390010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
654,35493 (51.1496601),5303,530324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
655,35599 (50.9748196),4116,411619110,Civil Engineering,JEE(Main),AI to AI,AI
656,35726 (50.8012008),4138,413861210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
657,35730 (50.8012008),4649,464961210,Mechanical Engineering,JEE(Main),AI to AI,AI
658,35839 (50.6096908),6277,627724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
659,35900 (50.4893790),4144,414424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
660,35967 (50.4518639),4147,414737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
661,36031 (50.3328611),3175,317537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
662,36051 (50.3328611),6223,622399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
663,36107 (50.3249987),6839,683991210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
664,36116 (50.3249987),1180,118024210,Computer Science and ,JEE(Main),MH to AI,GOBCH
,,,,Engineering,,,
665,36121 (50.3249987),5169,516924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
666,36268 (50.3027337),6298,629821910,Robotics and Automation,JEE(Main),AI to AI,AI
,,,,,,,
667,36283 (50.3027337),6278,627861210,Mechanical Engineering,JEE(Main),AI to AI,AI
668,36610 (49.6025657),4104,410425110,Computer Technology,JEE(Main),AI to AI,AI
669,36655 (49.5228980),1121,112137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
670,36734 (49.3560208),5109,510937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
671,36738 (49.3560208),6207,620746610,Instrumentation ,JEE(Main),MH to AI,GSTH
,,,,Engineering,,,
672,37013 (48.9549942),5244,524491610,Automation and Robotics,JEE(Main),MH to AI,ORPHAN
,,,,,,,
,,,,,,,
,,,,,,,
673,37045 (48.9549942),3423,342319110,Civil Engineering,JEE(Main),AI to AI,AI
674,37141 (48.8686199),5103,510337610,Electronics Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
675,37207 (48.8429619),5382,538224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
676,37243 (48.8429619),6278,627819110,Civil Engineering,JEE(Main),AI to AI,AI
677,37289 (48.8317645),5130,513024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
678,37301 (48.8317645),5121,512129310,Electrical Engineering,JEE(Main),AI to AI,AI
679,37318 (48.8317645),6146,614661210,Mechanical Engineering,JEE(Main),MH to AI,LOPENO
680,37344 (48.8308407),2134,213424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
681,37426 (48.7202437),6319,631929310,Electrical Engineering,JEE(Main),MH to AI,LOBCH
,,,,,,,
682,37453 (48.7202437),3220,322024510,Computer Engineering,JEE(Main),MH to AI,LSCO
683,37455 (48.7202437),4139,413937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
684,37463 (48.7202437),5449,544919110,Civil Engineering,JEE(Main),AI to AI,AI
685,37477 (48.7202437),3196,319637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
686,37579 (48.4008310),6272,627246610,Instrumentation ,JEE(Main),MH to AI,GNT2H
,,,,Engineering,,,
,,,,,,,
,,,,,,,
687,37615 (48.3990968),2114,211437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
688,37724 (48.3111409),6272,627219110,Civil Engineering,JEE(Main),AI to AI,AI
689,37826 (48.1110660),2111,211124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
690,37973 (47.6117284),5177,517737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
691,38003 (47.5944538),6767,676799510,Artificial Intelligence and ,JEE(Main),MH to AI,LSCO
,,,,Data Science,,,
692,38197 (47.4477418),2127,212761210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
693,38208 (47.4170430),4163,416324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
694,38232 (47.4088632),3223,322390010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
695,38234 (47.4088632),6139,613929310,Electrical Engineering,JEE(Main),AI to AI,AI
696,38349 (47.2478318),4137,413729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
697,38434 (47.0964923),6320,632037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
698,38438 (47.0964923),5182,518224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
699,38460 (47.0964923),2112,211224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
700,38497 (47.0527019),5399,539924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
701,38564 (46.9798262),3439,343990010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
702,38603 (46.9798262),4138,413837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
703,38662 (46.9702153),4174,417419110,Civil Engineering,JEE(Main),AI to AI,AI
704,38716 (46.8825338),6219,621924210,Computer Science and ,JEE(Main),MH to AI,GNT1H
,,,,Engineering,,,
705,38746 (46.8825338),5161,516161210,Mechanical Engineering,JEE(Main),MH to AI,LOBCH
706,38826 (46.7841691),5106,510624510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
707,38852 (46.7841691),6278,627850710,Chemical Engineering,JEE(Main),MH to AI,GVJH
708,38884 (46.7390157),4138,413829310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
709,39010 (46.5312675),6217,621724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
710,39052 (46.5104571),6802,680261210,Mechanical Engineering,JEE(Main),MH to AI,GNT2H
,,,,,,,
711,39122 (46.1597641),3135,313561210,Mechanical Engineering,JEE(Main),MH to AI,GOBCH
,,,,,,,
712,39219 (46.0032574),2126,212629310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
713,39354 (45.8897936),3465,346524510,Computer Engineering,JEE(Main),MH to AI,GNT2O
714,39406 (45.8236173),3196,319637210,Electronics and ,JEE(Main),MI to AI,MI
,,,,Telecommunication Engg,,,
,,,,,,,
,,,,,,,
715,39447 (45.7349145),2129,212937610,Electronics Engineering,JEE(Main),AI to AI,AI
716,39496 (45.7349145),3194,319437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
717,39528 (45.6326029),6324,632424510,Computer Engineering,JEE(Main),AI to AI,AI
718,39546 (45.6326029),4123,412337010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
719,39616 (45.4773251),1119,111924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
720,39645 (45.4673315),5160,516029310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
721,39767 (45.1431239),3194,319419110,Civil Engineering,JEE(Main),AI to AI,AI
722,39839 (45.0491548),6634,663437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
723,39879 (45.0406154),4196,419624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
724,39934 (45.0235682),5124,512424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
725,39960 (44.9245630),1123,112324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
726,40058 (44.8931643),6146,614650710,Chemical Engineering,JEE(Main),AI to AI,AI
727,40079 (44.8784214),6419,641937010,Electronics and ,JEE(Main),MH to AI,DEFO
,,,,Communication ,,,
728,40110 (44.8141858),6797,679724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
,,,,,,,
729,40293 (44.5823329),6269,626992510,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Artificial ,,,
730,40344 (44.4859953),2533,253384410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
731,40484 (44.1483495),4145,414524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
732,40485 (44.1483495),5401,540124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
733,40630 (43.8892756),6222,622229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
734,40668 (43.8562844),3216,321624510,Computer Engineering,JEE(Main),AI to AI,AI
735,40918 (43.3311240),3175,317537210,Electronics and ,JEE(Main),MH to AI,LSCH
,,,,Telecommunication Engg,,,
736,40955 (43.3311240),6288,628837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
737,40968 (43.3216295),6643,664337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
738,41058 (43.2997583),5124,512424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
739,41083 (43.2997583),5162,516219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
740,41109 (43.2997583),1182,118224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
741,41200 (43.2068295),2508,250891410,Safety and Fire ,JEE(Main),MH to AI,GNT1H
,,,,Engineering,,,
742,41251 (43.1983266),3201,320161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
743,41297 (43.1964212),6004,600460210,Automobile Engineering,JEE(Main),MH to AI,LOBCH
744,41298 (43.1964212),4123,412329310,Electrical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
745,41301 (43.1964212),4143,414324510,Computer Engineering,JEE(Main),MH to AI,GNT3H
,,,,,,,
746,41463 (42.7891156),4195,419524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
747,41486 (42.7506995),6767,676724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
748,41502 (42.7506995),4142,414219110,Civil Engineering,JEE(Main),MH to AI,LOPENO
,,,,,,,
749,41557 (42.6882628),5151,515129310,Electrical Engineering,JEE(Main),MH to AI,DEFO
,,,,,,,
750,41566 (42.4794695),5244,524491610,Automation and Robotics,JEE(Main),MH to AI,GSTO
,,,,,,,
751,41632 (42.4061680),1105,110519110,Civil Engineering,JEE(Main),AI to AI,AI
752,41653 (42.4061680),3147,314724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
753,41716 (42.3093405),6277,627724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
754,41756 (42.3093405),6628,662824510,Computer Engineering,JEE(Main),AI to AI,AI
755,41760 (42.2869398),3200,320037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
756,41874 (42.1687901),3146,314629310,Electrical Engineering,JEE(Main),MH to AI,LNT2H
,,,,,,,
,,,,,,,
,,,,,,,
757,41890 (42.1687901),3193,319392110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
758,41904 (41.8623471),4116,411661210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
759,41962 (41.8425733),5177,517729310,Electrical Engineering,JEE(Main),MH to AI,LOBCH
760,42011 (41.8216831),1127,112724510,Computer Engineering,JEE(Main),AI to AI,AI
761,42193 (41.6143015),6317,631784410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
762,42294 (41.5145230),6622,662261210,Mechanical Engineering,JEE(Main),AI to AI,AI
763,42311 (41.5145230),4134,413437210,Electronics and ,JEE(Main),MH to AI,GVJH
,,,,Telecommunication Engg,,,
764,42364 (41.4084427),6207,620761210,Mechanical Engineering,JEE(Main),MH to AI,GSTH
,,,,,,,
765,42543 (41.3480625),6635,663524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
766,42611 (41.2280960),6275,627529310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
767,42717 (40.7932266),6609,660926310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
768,42764 (40.7249558),4151,415137010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
769,42840 (40.6410729),3219,321924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
770,42901 (40.4444904),3465,346524510,Computer Engineering,JEE(Main),MH to AI,GNT2H
,,,,,,,
,,,,,,,
771,42905 (40.4444904),3217,321791610,Automation and Robotics,JEE(Main),MH to AI,GNT2H
,,,,,,,
772,42970 (40.3574367),6732,673261210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
773,43113 (40.2244357),5109,510991610,Automation and Robotics,JEE(Main),MH to AI,GNT2H
,,,,,,,
774,43211 (40.0853683),4193,419324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
775,43309 (39.9886775),4174,417461210,Mechanical Engineering,JEE(Main),AI to AI,AI
776,43396 (39.9601833),4135,413524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
777,43404 (39.9601833),6268,626850710,Chemical Engineering,JEE(Main),AI to AI,AI
778,43512 (39.9202795),3183,318319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
779,43552 (39.8569617),6274,627461210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
780,43565 (39.8569617),5170,517024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
781,43611 (39.8522444),5184,518424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
782,43624 (39.8026273),6223,622337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
783,43867 (38.9334476),5162,516261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
784,43887 (38.9334476),5173,517319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
,,,,,,,
