Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
545,27650 (61.2449702),4147,414761210,Mechanical Engineering,JEE(Main),MH to AI,GNT2H
546,27743 (60.9325994),4116,411619110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
547,27848 (60.9283224),6141,614161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
548,27894 (60.9283224),2533,253399510,Artificial Intelligence and ,JEE(Main),MH to AI,GSCH
,,,,Data Science,,,
549,27903 (60.9283224),6284,628429310,Electrical Engineering,JEE(Main),MH to AI,LOBCO
,,,,,,,
550,27937 (60.6981096),6322,632224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
551,27978 (60.6136506),4163,416370110,Mining Engineering,JEE(Main),MH to AI,GNT2H
552,28057 (60.6136506),5160,516029310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
553,28103 (60.3744720),6320,632024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
554,28117 (60.3744720),6822,682219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
555,28168 (60.2733485),6769,676937210,Electronics and ,JEE(Main),MH to AI,GNT2H
,,,,Telecommunication Engg,,,
556,28201 (60.2733485),3211,321161210,Mechanical Engineering,JEE(Main),AI to AI,AI
557,28237 (60.2733485),4190,419029310,Electrical Engineering,JEE(Main),MH to AI,GNT2H
,,,,,,,
558,28342 (60.1411398),6139,613961220,Mechanical Engineering,JEE(Main),AI to AI,AI
559,28455 (60.1371142),1101,110161210,Mechanical Engineering,JEE(Main),AI to AI,AI
560,28465 (60.1371142),6282,628229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
561,28520 (60.0851338),5330,533024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
562,28599 (59.9064509),4142,414237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
563,28601 (59.9064509),6250,625019110,Civil Engineering,JEE(Main),AI to AI,AI
564,28616 (59.9064509),1120,112029310,Electrical Engineering,JEE(Main),MH to AI,GOPENH
565,28620 (59.9064509),6545,654519110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
566,28987 (59.3689520),3193,319324610,Information Technology,JEE(Main),AI to AI,AI
567,28995 (59.3689520),6622,662237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
568,29013 (59.3689520),6317,631799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
569,29020 (59.3689520),2113,211301110,Agricultural Engineering,JEE(Main),AI to AI,AI
570,29079 (59.1726334),5121,512150710,Chemical Engineering,JEE(Main),AI to AI,AI
571,29328 (58.9066059),4134,413424210,Computer Science and ,JEE(Main),MH to AI,GSTH
,,,,Engineering,,,
572,29449 (58.8897151),3203,320337610,Electronics Engineering,JEE(Main),MH to AI,GVJO
573,29464 (58.8897151),1128,112824610,Information Technology,JEE(Main),AI to AI,AI
574,29511 (58.7898164),5172,517237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
575,29640 (58.5627464),3139,313946110,Bio Medical Engineering,JEE(Main),AI to AI,AI
576,29837 (58.2063894),5401,540124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
577,29840 (58.2063894),4137,413761210,Mechanical Engineering,JEE(Main),MH to AI,LOPENO
,,,,,,,
578,29900 (58.1319140),6307,630737210,Electronics and ,JEE(Main),MH to AI,GNT2H
,,,,Telecommunication Engg,,,
579,30015 (58.1319140),6326,632624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
580,30065 (58.0958434),4123,412337210,Electronics and ,JEE(Main),MH to AI,GOPENO
,,,,Telecommunication Engg,,,
581,30130 (57.9363384),6267,626761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
582,30236 (57.5032788),3193,319337210,Electronics and ,JEE(Main),MH to AI,GNT2H
,,,,Telecommunication Engg,,,
583,30369 (57.4239924),6839,683924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
584,30424 (57.4239924),2129,212961210,Mechanical Engineering,JEE(Main),MH to AI,GNT2H
585,30617 (57.1182619),4174,417419110,Civil Engineering,JEE(Main),MI to AI,MI
586,30635 (57.1182619),4147,414729310,Electrical Engineering,JEE(Main),AI to AI,AI
587,30650 (57.1117027),2114,211437210,Electronics and ,JEE(Main),MH to AI,LSCH
,,,,Telecommunication Engg,,,
588,30653 (57.1117027),6222,622288610,Man Made Textile ,JEE(Main),AI to AI,AI
,,,,Technology,,,
,,,,,,,
589,30706 (57.0327540),3192,319291110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
590,30768 (57.0327540),4151,415100210,Aeronautical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
591,30819 (57.0233901),4147,414719110,Civil Engineering,JEE(Main),AI to AI,AI
592,30820 (57.0233901),6284,628437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
593,31118 (56.5877156),5303,530324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
594,31297 (56.1196908),1265,126524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
595,31420 (56.1054739),4147,414737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
596,31479 (56.1054739),3222,322224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
597,31674 (55.9786086),6310,631037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
598,31750 (55.9656403),4649,464919110,Civil Engineering,JEE(Main),AI to AI,AI
599,31766 (55.9656403),5121,512161210,Mechanical Engineering,JEE(Main),AI to AI,AI
600,31818 (55.9656403),5104,510424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
601,31929 (55.9351597),4138,413819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
602,31931 (55.9351597),3217,321737210,Electronics and ,JEE(Main),MH to AI,GNT1H
,,,,Telecommunication Engg,,,
,,,,,,,
603,31937 (55.9351597),4613,461324510,Computer Engineering,JEE(Main),AI to AI,AI
604,32015 (55.8013073),6028,602850710,Chemical Engineering,JEE(Main),MH to AI,LOBCH
605,32048 (55.7621254),3187,318719110,Civil Engineering,JEE(Main),AI to AI,AI
606,32074 (55.6161188),5172,517219110,Civil Engineering,JEE(Main),AI to AI,AI
607,32313 (55.5010390),3203,320337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
608,32458 (55.0706796),2126,212637210,Electronics and ,JEE(Main),MH to AI,LNT2H
,,,,Telecommunication Engg,,,
609,32471 (55.0706796),4171,417199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
610,32527 (54.8724746),5121,512129320,Electrical Engineering,JEE(Main),AI to AI,AI
611,32610 (54.6228743),6176,617661210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
612,32677 (54.5210218),3154,315491210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
613,32684 (54.5210218),3200,320024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
614,32722 (54.5210218),1116,111624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
615,32775 (54.4854936),2250,225024210,Computer Science and ,JEE(Main),MH to AI,LOBCH
,,,,Engineering,,,
616,32840 (54.4854936),4142,414229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
617,32890 (54.4610655),3423,342390010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
618,33130 (53.6964731),3194,319419110,Civil Engineering,JEE(Main),AI to AI,AI
619,33148 (53.6964731),2129,212924610,Information Technology,JEE(Main),AI to AI,AI
620,33151 (53.6964731),4134,413429310,Electrical Engineering,JEE(Main),MH to AI,GNT1H
621,33222 (53.6294609),4116,411661210,Mechanical Engineering,JEE(Main),AI to AI,AI
622,33223 (53.6294609),6182,618237210,"Electronics and 
Telecommunication Engg",JEE(Main),MH to AI,GNT1H
623,33267 (53.6294609),6419,641937010,Electronics and ,JEE(Main),MH to AI,LNT2H
,,,,Communication ,,,
624,33282 (53.6294609),3189,318946610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
625,33311 (53.5861512),6177,617719110,Civil Engineering,JEE(Main),AI to AI,AI
626,33368 (53.5861512),4151,415100210,Aeronautical Engineering,JEE(Main),MH to AI,GNT2H
,,,,,,,
627,33412 (53.5743091),6176,617637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
628,33570 (53.5211172),2250,225024210,Computer Science and ,JEE(Main),MH to AI,GOBCH
,,,,Engineering,,,
629,33668 (53.3790575),2250,225024210,Computer Science and ,JEE(Main),MH to AI,GNT2H
,,,,Engineering,,,
630,33820 (53.0793850),2573,257324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
631,34000 (52.7710985),1119,111924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
632,34089 (52.7710985),6311,631161210,Mechanical Engineering,JEE(Main),MH to AI,LNT1H
,,,,,,,
633,34113 (52.3324020),5172,517229310,Electrical Engineering,JEE(Main),AI to AI,AI
634,34160 (52.3192219),4177,417737010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
635,34220 (52.3121152),3146,314692010,Computer Science and ,JEE(Main),MH to AI,GSCO
,,,,Engineering (Internet of ,,,
636,34311 (52.3027847),4147,414761210,Mechanical Engineering,JEE(Main),MH to AI,LNT1H
637,34398 (52.3027847),4188,418850310,Food Technology,JEE(Main),AI to AI,AI
,,,,,,,
638,34543 (52.0532427),4163,416370110,Mining Engineering,JEE(Main),MH to AI,GSTH
639,34597 (51.8402041),6283,628350310,Food Technology,JEE(Main),AI to AI,AI
640,34600 (51.8402041),6285,628537210F,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
641,34818 (51.8101657),4147,414729310,Electrical Engineering,JEE(Main),MH to AI,LOBCO
642,34820 (51.8101657),4193,419337010,Electronics and ,JEE(Main),MH to AI,GOPENO
,,,,Communication ,,,
643,34831 (51.8101657),6206,620637210,Electronics and ,JEE(Main),MH to AI,GSCH
,,,,Telecommunication Engg,,,
644,35152 (51.4351083),2112,211219110,Civil Engineering,JEE(Main),MH to AI,LNT1H
,,,,,,,
,,,,,,,
645,35199 (51.1884084),6182,618237210,"Electronics and 
Telecommunication Engg",JEE(Main),MH to AI,GSCH
646,35273 (50.7704716),6206,620637210,Electronics and ,JEE(Main),MH to AI,GOBCH
,,,,Telecommunication Engg,,,
647,35322 (50.7704716),1121,112124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
648,35377 (50.6740377),6780,678024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
649,35442 (50.4963250),3188,318837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
650,35596 (50.3352958),4134,413424210,Computer Science and ,JEE(Main),MH to AI,LOBCH
,,,,Engineering,,,
651,35658 (50.2219982),6183,618324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
652,35764 (50.2219982),3460,346092110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
653,35800 (50.1932767),3201,320119110,Civil Engineering,JEE(Main),AI to AI,AI
654,35823 (50.1932767),6815,681524510,Computer Engineering,JEE(Main),MH to AI,PHCH
655,35875 (50.1932767),1130,113019110,Civil Engineering,JEE(Main),MH to AI,LNT1H
,,,,,,,
656,35999 (50.1760245),4138,413829310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
657,36014 (50.1760245),5177,517724510,Computer Engineering,JEE(Main),AI to AI,AI
658,36041 (50.1760245),6283,628350310,Food Technology,JEE(Main),MH to AI,LOBCO
,,,,,,,
659,36060 (50.1024396),6185,618537210,Electronics and ,JEE(Main),MH to AI,GNT2H
,,,,Telecommunication Engg,,,
660,36158 (50.0065467),3423,342337210,Electronics and ,JEE(Main),MH to AI,LOPENH
,,,,Telecommunication Engg,,,
661,36187 (50.0065467),6187,618737210,Electronics and ,JEE(Main),MH to AI,GNT1H
,,,,Telecommunication Engg,,,
662,36338 (49.6417427),1114,111419110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
663,36530 (49.0629492),2137,213761210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
664,36606 (48.8733653),5152,515224610,Information Technology,JEE(Main),AI to AI,AI
665,36623 (48.8733653),4171,417161210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
,,,,,,,
666,36639 (48.8733653),6178,617861210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
667,36679 (48.8733653),6207,620719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
668,36722 (48.6407358),3147,314724510,Computer Engineering,JEE(Main),MH to AI,PHCH
,,,,,,,
669,36862 (48.6187616),4147,414729310,Electrical Engineering,JEE(Main),MH to AI,LOBCH
670,36902 (48.6187616),6767,676724510,Computer Engineering,JEE(Main),MH to AI,LSTH
,,,,,,,
671,36924 (48.6187616),3196,319692010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
672,36928 (48.6187616),1265,126535610,Electrical Engg[Electronics ,JEE(Main),MH to AI,LNT1H
,,,,and Power],,,
,,,,,,,
673,37040 (48.5331918),6177,617750710,Chemical Engineering,JEE(Main),AI to AI,AI
674,37072 (48.5331918),3192,319229310,Electrical Engineering,JEE(Main),AI to AI,AI
675,37153 (48.4763994),3194,319437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
676,37356 (47.8236972),6139,613929310,Electrical Engineering,JEE(Main),AI to AI,AI
677,37444 (47.5540513),5182,518224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
678,37533 (47.5540513),6207,620746610,Instrumentation ,JEE(Main),MH to AI,LNT3H
,,,,Engineering,,,
679,37624 (47.3984733),6632,663224510,Computer Engineering,JEE(Main),AI to AI,AI
680,37655 (47.3984733),6267,626708210,Bio Technology,JEE(Main),AI to AI,AI
,,,,,,,
681,37658 (47.3984733),1182,118219110,Civil Engineering,JEE(Main),MH to AI,GNT3H
682,37769 (47.3133275),1128,112819110,Civil Engineering,JEE(Main),MH to AI,LNT2H
683,37839 (47.3133275),6794,679499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
684,37901 (47.2195101),6185,618529310,Electrical Engineering,JEE(Main),AI to AI,AI
685,37909 (47.2195101),3185,318546610,Instrumentation ,JEE(Main),MI to AI,MI
,,,,Engineering,,,
686,37922 (47.2195101),5449,544919110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
687,37939 (47.2195101),6283,628361210,Mechanical Engineering,JEE(Main),AI to AI,AI
688,37943 (47.2195101),3187,318750710,Chemical Engineering,JEE(Main),MH to AI,GSCH
689,37952 (47.2195101),6187,618761210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
690,37953 (47.2195101),6283,628350310,Food Technology,JEE(Main),MH to AI,LSTO
691,38078 (47.0407952),6139,613961210,Mechanical Engineering,JEE(Main),AI to AI,AI
692,38101 (47.0407952),6298,629821910,Robotics and Automation,JEE(Main),AI to AI,AI
,,,,,,,
693,38158 (47.0407952),1114,111437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
694,38212 (47.0407952),6207,620761210,Mechanical Engineering,JEE(Main),MH to AI,GSTH
,,,,,,,
695,38337 (47.0339246),5125,512524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
696,38399 (47.0339246),6277,627724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
697,38580 (46.2177230),3423,342337210,Electronics and ,JEE(Main),MH to AI,GOPENO
,,,,Telecommunication Engg,,,
698,38694 (45.9660475),6756,675624210,Computer Science and ,JEE(Main),MH to AI,LNT1H
,,,,Engineering,,,
699,38904 (45.7804866),3208,320861210,Mechanical Engineering,JEE(Main),MH to AI,GOPENO
700,38970 (45.5906789),4171,417199510,Artificial Intelligence and ,JEE(Main),MI to AI,MI
,,,,Data Science,,,
,,,,,,,
701,39027 (45.4138130),3193,319337210,Electronics and ,JEE(Main),MH to AI,GOBCH
,,,,Telecommunication Engg,,,
702,39097 (45.3472919),3196,319691210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
703,39119 (45.2455746),6808,680861210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
704,39124 (45.2455746),5104,510450710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
705,39167 (45.0374181),4104,410425110,Computer Technology,JEE(Main),AI to AI,AI
706,39183 (45.0374181),3467,346724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
707,39212 (45.0374181),6268,626819110,Civil Engineering,JEE(Main),AI to AI,AI
708,39227 (45.0374181),6177,617719120,Civil Engineering,JEE(Main),AI to AI,AI
709,39324 (44.9736417),6622,662261210,Mechanical Engineering,JEE(Main),MH to AI,LOPENH
710,39406 (44.4405329),4177,417719110,Civil Engineering,JEE(Main),MH to AI,LOPENH
,,,,,,,
711,39410 (44.4405329),6634,663419110,Civil Engineering,JEE(Main),MH to AI,LNT2H
712,39428 (44.4405329),6222,622289510,Textile Plant Engineering,JEE(Main),AI to AI,AI
,,,,,,,
713,39502 (44.4405329),4172,417237210,Electronics and ,JEE(Main),MH to AI,GOPENO
,,,,Telecommunication Engg,,,
714,39504 (44.4405329),5418,541819110,Civil Engineering,JEE(Main),MH to AI,LNT2H
,,,,,,,
715,39531 (44.4405329),5330,533024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
716,39542 (44.4405329),6772,677261210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
717,39553 (44.4405329),6609,660924510,Computer Engineering,JEE(Main),AI to AI,AI
718,39579 (44.4346883),6177,617750710,Chemical Engineering,JEE(Main),MH to AI,DEFO
719,39588 (44.4346883),6145,614561210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
720,39638 (44.4053173),6177,617750710,Chemical Engineering,JEE(Main),MH to AI,GSCH
721,39683 (44.4053173),1265,126537210,Electronics and ,JEE(Main),MH to AI,LNT3H
,,,,Telecommunication Engg,,,
722,39827 (44.3133247),5103,510324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
723,39883 (44.3133247),6319,631924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
724,40051 (44.0173465),6222,622289010,Textile Chemistry,JEE(Main),AI to AI,AI
,,,,,,,
725,40075 (44.0173465),2114,211437210,Electronics and ,JEE(Main),MH to AI,GSCH
,,,,Telecommunication Engg,,,
726,40205 (43.7473487),6122,612237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
727,40357 (43.1743514),3190,319019110,Civil Engineering,JEE(Main),AI to AI,AI
728,40435 (43.1388868),3187,318737610,Electronics Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
729,40503 (43.0462870),4163,416370110,Mining Engineering,JEE(Main),MH to AI,LNT3H
730,40551 (42.8699409),5108,510819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
731,40708 (42.7509914),6122,612219110,Civil Engineering,JEE(Main),AI to AI,AI
732,40716 (42.7509914),4123,412319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
733,40735 (42.4413035),5330,533024610,Information Technology,JEE(Main),MH to AI,GVJO
,,,,,,,
734,40764 (42.4413035),4195,419524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
735,40806 (42.4413035),6632,663224510,Computer Engineering,JEE(Main),MH to AI,LSTH
736,41135 (42.2361371),2126,212661210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
737,41140 (42.2361371),4177,417737010,Electronics and ,JEE(Main),MH to AI,GOPENH
,,,,Communication ,,,
738,41163 (42.2361371),4177,417719110,Civil Engineering,JEE(Main),MH to AI,GOPENH
,,,,,,,
739,41320 (42.1318504),5418,541819110,Civil Engineering,JEE(Main),MH to AI,GNT1H
740,41340 (42.0965884),3147,314724510,Computer Engineering,JEE(Main),MH to AI,LSTH
,,,,,,,
741,41344 (42.0965884),6310,631061210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
742,41359 (42.0965884),4138,413837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
743,41366 (41.8545372),6732,673237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
744,41446 (41.7292723),6938,693824210F,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
745,41448 (41.7292723),3207,320761210,Mechanical Engineering,JEE(Main),AI to AI,AI
746,41502 (41.5159598),6635,663524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
747,41582 (41.5159598),6028,602837210,Electronics and ,JEE(Main),MH to AI,GNT3H
,,,,Telecommunication Engg,,,
748,41613 (41.2725431),3035,303591710F,Data Science,JEE(Main),MH to AI,LOPENO
749,41665 (41.2725431),5139,513937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
750,41797 (41.1445071),6307,630760210,Automobile Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
751,41838 (41.1445071),6160,616037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
752,41898 (40.8759878),6220,622029310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
753,41933 (40.7796198),3465,346524510,Computer Engineering,JEE(Main),AI to AI,AI
754,41971 (40.7696398),6303,630324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
755,42192 (40.6861324),6278,627862510,Mechanical ,JEE(Main),AI to AI,AI
,,,,Engineering[Sandwich],,,
756,42205 (40.6057647),5161,516119110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
757,42244 (40.6057647),4139,413937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
758,42247 (40.6057647),5390,539024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
759,42254 (40.6057647),1128,112829310,Electrical Engineering,JEE(Main),MH to AI,LNT2H
760,42275 (40.6057647),5184,518424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
761,42342 (40.3677687),6149,614924610,Information Technology,JEE(Main),MH to AI,GOPENH
,,,,,,,
762,42389 (40.2834867),4137,413729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
763,42629 (39.6393106),4134,413424210,Computer Science and ,JEE(Main),MH to AI,LOBCO
,,,,Engineering,,,
764,42634 (39.6393106),3460,346024610,Information Technology,JEE(Main),AI to AI,AI
765,42638 (39.6393106),6177,617761220,Mechanical Engineering,JEE(Main),AI to AI,AI
766,42661 (39.6393106),5330,533024610,Information Technology,JEE(Main),MH to AI,PHCH
,,,,,,,
767,42807 (39.3730397),6145,614561210,Mechanical Engineering,JEE(Main),MH to AI,GNT2H
768,42831 (39.3730397),3216,321624510,Computer Engineering,JEE(Main),AI to AI,AI
769,43038 (39.0696101),6222,622229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
770,43066 (39.0696101),4649,464919110,Civil Engineering,JEE(Main),MI to AI,MI
,,,,,,,
771,43149 (39.0401671),3196,319637210,Electronics and ,JEE(Main),MH to AI,LOPENH
,,,,Telecommunication Engg,,,
772,43504 (38.6050233),3198,319824510,Computer Engineering,JEE(Main),AI to AI,AI
773,43674 (38.2578264),1128,112829310,Electrical Engineering,JEE(Main),MH to AI,GNT1H
774,43829 (37.7559600),3190,319037210,Electronics and ,JEE(Main),MH to AI,PHCH
,,,,Telecommunication Engg,,,
775,43844 (37.7559600),3148,314890010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
776,43859 (37.7559600),6156,615661210,Mechanical Engineering,JEE(Main),AI to AI,AI
777,43868 (37.7559600),6796,679619110,Civil Engineering,JEE(Main),MH to AI,PHCH
778,43990 (37.3316025),5411,541129310,Electrical Engineering,JEE(Main),MH to AI,GOPENO
779,44005 (37.3316025),4144,414424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
780,44012 (37.3316025),5103,510337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
781,44024 (37.2637537),4163,416324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
782,44047 (37.2637537),5408,540824510,Computer Engineering,JEE(Main),AI to AI,AI
783,44055 (37.2637537),4151,415161210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
784,44099 (37.2637537),4139,413961210,Mechanical Engineering,JEE(Main),MH to AI,LOPENH
,,,,,,,
,,,,,,,
785,44172 (37.2476388),5162,516219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
786,44335 (37.1005644),1120,112037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
787,44381 (36.9338201),2112,211224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
788,44467 (36.7327018),3175,317550710,Chemical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
789,44578 (36.6680582),4134,413424210,Computer Science and ,JEE(Main),MH to AI,GNT3H
,,,,Engineering,,,
790,44963 (35.4309860),6155,615591710,Data Science,JEE(Main),MI to AI,MI
791,45104 (35.0377907),4151,415100210,Aeronautical Engineering,JEE(Main),MH to AI,GNT3H
,,,,,,,
792,45118 (35.0377907),4104,410461210,Mechanical Engineering,JEE(Main),MH to AI,GNT3H
793,45263 (34.8308017),4151,415129310,Electrical Engineering,JEE(Main),MH to AI,GVJO
,,,,,,,
794,45266 (34.8308017),6207,620761220,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
795,45340 (34.7484478),3216,321637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
796,45384 (34.5253796),4196,419661210,Mechanical Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
797,45494 (34.4909229),5139,513950710,Chemical Engineering,JEE(Main),AI to AI,AI
798,45501 (34.4909229),6772,677237210,Electronics and ,JEE(Main),MH to AI,GNT1H
,,,,Telecommunication Engg,,,
,,,,,,,
799,45565 (34.4660123),5104,510419110,Civil Engineering,JEE(Main),MH to AI,GNT1H
,,,,,,,
800,45665 (34.0443709),3477,347724510,Computer Engineering,JEE(Main),AI to AI,AI
801,45867 (33.5809745),5330,533037210,Electronics and ,JEE(Main),MH to AI,LNT1H
,,,,Telecommunication Engg,,,
802,45960 (33.2778596),6293,629324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
803,45985 (33.2618755),4193,419329310,Electrical Engineering,JEE(Main),MH to AI,LOPENH
,,,,,,,
804,46017 (33.2540180),3175,317537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
805,46078 (33.2540180),6155,615519110,Civil Engineering,JEE(Main),AI to AI,AI
806,46130 (33.0741999),2135,213524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
807,46172 (33.0320404),5004,500446610,Instrumentation ,JEE(Main),MH to AI,GSCO
,,,,Engineering,,,
808,46197 (32.9534982),6311,631137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
809,46311 (32.6278647),5382,538224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
