Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
266,14629 (75.7045396),6203,620324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
267,14649 (75.6824645),3208,320837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
268,14730 (75.6342131),6772,677224610,Information Technology,JEE(Main),AI to AI,AI
269,14762 (75.5924897),4167,416737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
270,14945 (75.4105665),6155,615599710,Artificial Intelligence,JEE(Main),AI to AI,AI
271,15002 (75.3589896),3218,321824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
272,15079 (75.2248221),6276,627646450F,Instrumentation and ,JEE(Main),AI to AI,AI
,,,,Control Engineering,,,
273,15098 (75.2174056),6222,622291310,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Artificial ,,,
274,15101 (75.2174056),6155,615591710,Data Science,JEE(Main),AI to AI,AI
275,15150 (75.0773679),6139,613937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
276,15170 (75.0772095),4649,464924510,Computer Engineering,JEE(Main),AI to AI,AI
277,15177 (75.0772095),4142,414291010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Cyber ,,,
278,15231 (75.0136647),3204,320437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
279,15250 (75.0136647),3223,322324610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
280,15255 (74.9981955),5121,512199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
,,,,,,,
281,15279 (74.9154025),6649,664924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
282,15325 (74.9110030),3207,320790010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
283,15336 (74.9110030),3194,319491210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
284,15357 (74.8919896),6177,617737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
285,15380 (74.8832530),6289,628961210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
286,15423 (74.8740981),3475,347524610,Information Technology,JEE(Main),AI to AI,AI
287,15455 (74.8710151),4174,417437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
288,15472 (74.8438986),3192,319224510,Computer Engineering,JEE(Main),AI to AI,AI
289,15495 (74.8287715),5121,512125710,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Design,,,
290,15513 (74.8105583),3175,317524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
291,15563 (74.7287619),4123,412324610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
292,15611 (74.7117420),6298,629824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
293,15613 (74.7117420),3154,315424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
294,15647 (74.6356341),2114,211424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
295,15670 (74.5127303),4123,412300210,Aeronautical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
296,15844 (74.2706183),6311,631124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
297,15849 (74.2631755),6307,630724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
298,15871 (74.2250010),6214,621437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
299,15910 (74.1966074),3196,319692010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
300,15953 (74.1712873),3475,347591110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
301,16050 (74.0536407),3204,320429310,Electrical Engineering,JEE(Main),AI to AI,AI
302,16055 (74.0536407),3218,321824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
303,16156 (73.9842466),6250,625024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
304,16178 (73.9342301),3201,320190010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
305,16192 (73.9284378),3196,319691210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
306,16230 (73.9284378),6311,631124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
307,16320 (73.8749840),5330,533024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
308,16512 (73.4767664),6185,618524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
309,16542 (73.4671945),6419,641924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
310,16544 (73.4671945),3194,319499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
311,16577 (73.4282173),6283,628324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
312,16608 (73.4061248),5172,517224510,Computer Engineering,JEE(Main),AI to AI,AI
313,16704 (73.2528346),4123,412325110,Computer Technology,JEE(Main),AI to AI,AI
,,,,,,,
314,16709 (73.2528346),3188,318824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
315,16713 (73.2528346),6139,613984410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
316,16736 (73.2427815),5151,515124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
317,16751 (73.2391359),5449,544924610,Information Technology,JEE(Main),AI to AI,AI
318,16752 (73.2391359),3475,347591210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
319,16769 (73.2391359),5139,513924510,Computer Engineering,JEE(Main),AI to AI,AI
320,16867 (73.0043046),6769,676924510,Computer Engineering,JEE(Main),AI to AI,AI
321,16899 (72.9990371),4136,413624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
322,17008 (72.9152208),3176,317619110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
323,17050 (72.9049797),6794,679424510,Computer Engineering,JEE(Main),AI to AI,AI
324,17103 (72.8239115),6281,628137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
325,17111 (72.8239115),3218,321892110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
326,17143 (72.7966970),6288,628891110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
327,17173 (72.7882612),6265,626537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
328,17242 (72.6903542),6146,614637610,Electronics Engineering,JEE(Main),AI to AI,AI
329,17265 (72.5940552),4142,414291710,Data Science,JEE(Main),AI to AI,AI
,,,,,,,
330,17267 (72.5940552),6298,629824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
331,17283 (72.5150935),5172,517291210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
332,17323 (72.4911996),6272,627221910,Robotics and Automation,JEE(Main),AI to AI,AI
333,17345 (72.4604821),6185,618524610,Information Technology,JEE(Main),AI to AI,AI
334,17415 (72.4474112),4142,414299710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
335,17490 (72.3493402),5151,515124610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
336,17518 (72.3239511),1120,112024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
337,17562 (72.1731903),6769,676924610,Information Technology,JEE(Main),AI to AI,AI
338,17638 (72.1441873),4177,417724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
339,17643 (72.1441873),3154,315424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
340,17646 (72.1246314),5173,517324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
341,17661 (72.1246314),5152,515224610,Information Technology,JEE(Main),AI to AI,AI
342,17675 (72.1171716),3223,322324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
343,17679 (72.1171716),6289,628919110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
344,17728 (72.0490443),3439,343929310,Electrical Engineering,JEE(Main),AI to AI,AI
345,17808 (71.9621509),4304,430424550F,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
346,17922 (71.8583419),4139,413929310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
347,17976 (71.8342577),6156,615637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
348,17994 (71.8322465),6770,677024510,Computer Engineering,JEE(Main),AI to AI,AI
349,18148 (71.6408297),3146,314624510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
350,18171 (71.5758214),3471,347124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
351,18182 (71.5758214),3203,320390010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
352,18186 (71.5225701),3176,317625910,Mechanical and ,JEE(Main),AI to AI,AI
,,,,Mechatronics Engineering ,,,
353,18233 (71.4614895),3187,318799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
354,18272 (71.4239098),3212,321224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
355,18284 (71.4239098),3210,321024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
356,18341 (71.3190503),6206,620624610,Information Technology,JEE(Main),AI to AI,AI
357,18348 (71.3190503),5152,515224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
358,18416 (71.3097833),3175,317524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
359,18514 (71.1993351),6307,630724610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
360,18523 (71.1993351),3189,318950710,Chemical Engineering,JEE(Main),AI to AI,AI
361,18545 (71.1152755),5172,517292110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
362,18578 (71.1081947),1114,111424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
363,18660 (71.0472774),6155,615537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
364,18754 (70.9700298),6284,628499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
,,,,,,,
365,18760 (70.9700298),6834,683424510,Computer Engineering,JEE(Main),AI to AI,AI
366,18767 (70.9603132),6207,620729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
367,18777 (70.9603132),2111,211124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
368,18804 (70.8094645),6203,620399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
369,18844 (70.8084229),6250,625091110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
370,18860 (70.8084229),5109,510924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
371,18976 (70.6721833),6643,664324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
372,18992 (70.6700289),3201,320161210,Mechanical Engineering,JEE(Main),AI to AI,AI
373,19005 (70.6094266),6325,632524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
374,19056 (70.5186847),6901,690161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
375,19095 (70.4966261),6138,613824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
376,19111 (70.4966261),6274,627429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
377,19134 (70.4614865),3207,320737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
378,19157 (70.4556110),4138,413824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
379,19258 (70.3584473),2114,211491110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
380,19270 (70.3584473),4137,413792110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
381,19273 (70.3584473),6634,663424510,Computer Engineering,JEE(Main),AI to AI,AI
382,19410 (70.1743179),5181,518124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
383,19477 (70.1060617),6268,626824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
384,19503 (70.0643849),3135,313537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
385,19506 (70.0643849),3460,346024610,Information Technology,JEE(Main),AI to AI,AI
386,19511 (70.0643849),6298,629899510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
387,19644 (69.9272939),3188,318826310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
388,19662 (69.8697669),5121,512137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
389,19672 (69.8697669),1101,110137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
390,19759 (69.7869961),1105,110524610,Information Technology,JEE(Main),AI to AI,AI
391,19807 (69.7640967),4147,414724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
392,19817 (69.7548977),3146,314624610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
393,19963 (69.5529649),2127,212724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
394,20015 (69.5387408),5418,541824510,Computer Engineering,JEE(Main),AI to AI,AI
395,20038 (69.5208905),1119,111961210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
396,20087 (69.3422783),6267,626737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
397,20093 (69.3422783),4123,412399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
398,20114 (69.2974653),4167,416737610,Electronics Engineering,JEE(Main),AI to AI,AI
399,20193 (69.2743136),6770,677024610,Information Technology,JEE(Main),AI to AI,AI
400,20249 (69.2335240),6184,618424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
401,20314 (69.1441923),5330,533024610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
402,20450 (68.9527007),6146,614650710,Chemical Engineering,JEE(Main),AI to AI,AI
403,20520 (68.8226961),4174,417429310,Electrical Engineering,JEE(Main),AI to AI,AI
404,20544 (68.8218114),3148,314837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
405,20625 (68.7792667),5162,516237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
406,20633 (68.7792667),4172,417229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
407,20692 (68.6775409),5160,516084410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
408,20744 (68.6437028),3193,319324510,Computer Engineering,JEE(Main),AI to AI,AI
409,20793 (68.6160154),3460,346024510,Computer Engineering,JEE(Main),AI to AI,AI
410,20868 (68.4133293),4649,464929310,Electrical Engineering,JEE(Main),AI to AI,AI
411,20873 (68.4133293),5139,513924610,Information Technology,JEE(Main),AI to AI,AI
412,20890 (68.4133293),3189,318937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
413,20895 (68.3906504),3467,346761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
414,20901 (68.3906504),4142,414237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
415,20965 (68.3853301),3477,347719110,Civil Engineering,JEE(Main),AI to AI,AI
416,20972 (68.3801424),5331,533124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
417,21023 (68.2952935),6732,673299510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
418,21056 (68.2936980),4116,411637610,Electronics Engineering,JEE(Main),AI to AI,AI
419,21114 (68.2384775),3201,320119110,Civil Engineering,JEE(Main),AI to AI,AI
420,21126 (68.2384775),6834,683426310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
,,,,,,,
421,21157 (68.1902195),3439,343924510,Computer Engineering,JEE(Main),AI to AI,AI
422,21433 (67.8032654),6146,614619110,Civil Engineering,JEE(Main),AI to AI,AI
423,21495 (67.6634734),6274,627461210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
424,21500 (67.6634734),5162,516284410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
425,21576 (67.5906743),3423,342390010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
426,21579 (67.5906743),6285,628537250F,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
427,21586 (67.5906743),3206,320661210,Mechanical Engineering,JEE(Main),AI to AI,AI
428,21607 (67.5887811),6275,627524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
429,21803 (67.4872411),6223,622324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
430,21809 (67.4691279),6755,675561210,Mechanical Engineering,JEE(Main),AI to AI,AI
431,21873 (67.4216247),5109,510924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
432,21888 (67.4216247),4137,413737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
433,21912 (67.3148793),2126,212624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
434,21961 (67.1185684),4123,412326610,Robotics and Artificial ,JEE(Main),AI to AI,AI
,,,,Intelligence,,,
,,,,,,,
435,22016 (67.0927716),5172,517229310,Electrical Engineering,JEE(Main),AI to AI,AI
436,22031 (67.0927716),3193,319324610,Information Technology,JEE(Main),AI to AI,AI
437,22038 (67.0927716),5172,517237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
438,22141 (67.0210573),6794,679424610,Information Technology,JEE(Main),AI to AI,AI
439,22146 (67.0089789),6222,622226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
440,22244 (66.9142020),5322,532261210,Mechanical Engineering,JEE(Main),AI to AI,AI
441,22261 (66.9137171),6149,614924610,Information Technology,JEE(Main),AI to AI,AI
442,22338 (66.8238402),5173,517399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
443,22395 (66.7465462),6144,614424510,Computer Engineering,JEE(Main),AI to AI,AI
444,22404 (66.7465462),3204,320461210,Mechanical Engineering,JEE(Main),AI to AI,AI
445,22466 (66.7274006),3192,319291110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
446,22546 (66.5754869),6145,614537210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
447,22622 (66.4663124),2129,212924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
448,22649 (66.4565571),1128,112824210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
449,22658 (66.4565571),3154,315491110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
450,22696 (66.3931988),6822,682261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
451,22699 (66.3931988),6802,680250710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
452,22729 (66.3610743),6419,641991310,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Artificial ,,,
453,22758 (66.3516636),4147,414724610,Information Technology,JEE(Main),AI to AI,AI
454,22844 (66.2214845),6298,629837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
455,22863 (66.2174304),6207,620791610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
456,22901 (66.1324694),6278,627829310,Electrical Engineering,JEE(Main),AI to AI,AI
457,22926 (66.1324694),6284,628437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
458,22985 (66.0662534),6141,614129310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
459,22991 (66.0662534),6138,613824610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
460,23072 (65.9977098),1107,110724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
461,23152 (65.9288862),5164,516424510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
462,23261 (65.7803932),4116,411629310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
463,23347 (65.6518983),4123,412350710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
464,23382 (65.6518983),4172,417224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
465,23424 (65.6266473),6808,680824510,Computer Engineering,JEE(Main),AI to AI,AI
466,23506 (65.5656768),1114,111424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
467,23584 (65.4480870),6178,617837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
468,23609 (65.3690155),6184,618424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
469,23636 (65.3687586),5172,517219110,Civil Engineering,JEE(Main),AI to AI,AI
470,23717 (65.2772580),6250,625091210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
471,23723 (65.2772580),6794,679499510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
472,23923 (65.0714882),6640,664024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
473,23948 (65.0714882),3148,314890010,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Science,,,
474,23962 (65.0603662),6278,627862610,Production ,JEE(Main),AI to AI,AI
,,,,Engineering[Sandwich],,,
475,24073 (64.9518248),6272,627261210,Mechanical Engineering,JEE(Main),AI to AI,AI
476,24090 (64.9518248),6144,614424610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
477,24141 (64.7025577),3192,319292010,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Internet of ,,,
478,24218 (64.6578621),6310,631037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
479,24399 (64.4188829),3139,313946110,Bio Medical Engineering,JEE(Main),AI to AI,AI
480,24408 (64.3960223),3222,322224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
481,24662 (64.1869219),3460,346092410,Data Engineering,JEE(Main),AI to AI,AI
482,24664 (64.1869219),2113,211301110,Agricultural Engineering,JEE(Main),AI to AI,AI
483,24769 (64.0672827),6220,622024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
484,24832 (63.9970690),6634,663424610,Information Technology,JEE(Main),AI to AI,AI
485,24918 (63.7717086),5151,515199510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
486,25012 (63.7579334),4172,417226310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI
,,,,and Data Science,,,
487,25026 (63.7579334),6275,627524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
488,25058 (63.7441120),4134,413424210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
489,25073 (63.7254526),4136,413699710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
490,25075 (63.7254526),3477,347724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
491,25169 (63.6210790),6308,630819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
492,25190 (63.6210790),5125,512524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
493,25203 (63.6210790),3221,322124510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
494,25274 (63.5442095),6732,673237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
495,25289 (63.5442095),2533,253324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
496,25349 (63.4839976),6772,677237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
497,25405 (63.4441262),4123,412337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
498,25459 (63.3809454),3183,318337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
499,25504 (63.1977313),6122,612237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
500,25541 (63.1977313),6278,627850710,Chemical Engineering,JEE(Main),AI to AI,AI
501,25554 (63.1759523),5108,510837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
502,25572 (63.1759523),4138,413899710,Artificial Intelligence,JEE(Main),AI to AI,AI
,,,,,,,
503,25623 (63.0663203),6265,626519110,Civil Engineering,JEE(Main),AI to AI,AI
504,25645 (63.0306667),3203,320337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
505,25684 (63.0280958),6839,683924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
506,25717 (62.9458943),5177,517724510,Computer Engineering,JEE(Main),AI to AI,AI
507,25724 (62.9458943),4167,416719110,Civil Engineering,JEE(Main),AI to AI,AI
508,25815 (62.8548482),3211,321161210,Mechanical Engineering,JEE(Main),AI to AI,AI
509,25875 (62.6681451),6320,632024510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
510,25919 (62.6333831),3183,318319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
511,25928 (62.6333831),2113,211399510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
512,25958 (62.6234885),6283,628300210,Aeronautical Engineering,JEE(Main),AI to AI,AI
513,26040 (62.6228566),6206,620637210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
514,26138 (62.5636892),5172,517261210,Mechanical Engineering,JEE(Main),AI to AI,AI
515,26143 (62.5636892),1121,112124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
516,26166 (62.5636892),2127,212724610,Information Technology,JEE(Main),AI to AI,AI
517,26185 (62.5535407),6250,625037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
518,26322 (62.4164335),6214,621429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
519,26353 (62.4164335),5161,516124610,Information Technology,JEE(Main),AI to AI,AI
520,26450 (62.1186499),3139,313937610,Electronics Engineering,JEE(Main),AI to AI,AI
521,26452 (62.1186499),6277,627724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
522,26456 (62.1186499),3194,319437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
523,26498 (62.1156247),3198,319824510,Computer Engineering,JEE(Main),AI to AI,AI
524,26518 (62.1156247),3190,319037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
525,26548 (62.0984506),6214,621419110,Civil Engineering,JEE(Main),AI to AI,AI
526,26557 (62.0984506),3147,314724510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
527,26608 (62.0894902),5244,524425710,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Design,,,
528,26752 (61.7429401),5103,510324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
529,26759 (61.7429401),6269,626924210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
530,26785 (61.7336483),6317,631724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
531,26806 (61.7336483),5160,516062410,Mechatronics Engineering,JEE(Main),AI to AI,AI
,,,,,,,
