Sr. No,"All India 
Merit",Institute Code,Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type
797,44560 (37.8862377),6269,626950710,Chemical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
798,44591 (37.8862377),5173,517319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
799,44594 (37.8862377),6757,675724210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
800,44965 (37.2293203),6802,680219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
801,45103 (36.9675296),4163,416370110,Mining Engineering,JEE(Main),AI to AI,AI
802,45155 (36.9647179),3147,314761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
803,45291 (36.7164351),6322,632224510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
804,45380 (36.4886708),5121,512161210,Mechanical Engineering,JEE(Main),AI to AI,AI
805,45449 (36.2864691),5390,539092110,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Machine Learning,,,
806,45463 (36.1260282),5408,540824510,Computer Engineering,JEE(Main),AI to AI,AI
807,45636 (35.8970098),6184,618437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
808,45702 (35.8141311),4177,417737010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
809,45720 (35.7695961),6250,625050710,Chemical Engineering,JEE(Main),AI to AI,AI
810,46101 (35.2310125),3467,346729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
811,46170 (35.1642413),5103,510337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
812,46277 (34.7361577),6284,628429310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
813,46348 (34.6728999),4104,410429310,Electrical Engineering,JEE(Main),AI to AI,AI
814,46467 (34.4536828),6274,627484310,Printing Technology,JEE(Main),AI to AI,AI
,,,,,,,
815,46553 (34.2224730),6310,631061210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
816,46599 (34.0512562),1114,111461210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
817,46609 (34.0512562),2254,225424510,Computer Engineering,JEE(Main),AI to AI,AI
818,46634 (33.9992516),6145,614529310,Electrical Engineering,JEE(Main),AI to AI,AI
819,46865 (33.7848504),4142,414261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
820,46951 (33.6592408),6222,622289510,Textile Plant Engineering,JEE(Main),AI to AI,AI
,,,,,,,
821,46989 (33.5819211),1107,110761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
822,47204 (33.1679183),6144,614461210,Mechanical Engineering,JEE(Main),AI to AI,AI
823,47414 (32.7800190),6222,622261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
824,47483 (32.5070136),2129,212919110,Civil Engineering,JEE(Main),AI to AI,AI
825,47532 (32.3507681),3183,318360210,Automobile Engineering,JEE(Main),AI to AI,AI
,,,,,,,
826,47566 (32.3278962),3219,321961210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
827,47582 (32.2603446),4123,412319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
828,47671 (32.0929485),6762,676224210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
829,47753 (31.9075432),6268,626861210,Mechanical Engineering,JEE(Main),AI to AI,AI
830,47766 (31.9075432),3202,320261210,Mechanical Engineering,JEE(Main),AI to AI,AI
831,48037 (31.6932045),2508,250824510,Computer Engineering,JEE(Main),AI to AI,AI
832,48158 (31.5049798),6628,662824510,Computer Engineering,JEE(Main),AI to AI,AI
833,48168 (31.5049798),4613,461324510,Computer Engineering,JEE(Main),AI to AI,AI
834,48191 (31.0203964),4136,413629310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
835,48309 (30.8951037),2508,250891410,Safety and Fire ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
836,48387 (30.8098954),2516,251629710,Electrical and Electronics ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
837,48467 (30.7387470),6207,620719110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
838,48617 (30.3279854),3475,347561210,Mechanical Engineering,JEE(Main),AI to AI,AI
839,48654 (30.2660948),6795,679524510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
840,48724 (30.2378061),2116,211692310,Silk Technology,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
841,48756 (30.2254109),3193,319350710,Chemical Engineering,JEE(Main),AI to AI,AI
842,48943 (29.7811590),1119,111924610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
843,48963 (29.6927378),1107,110729310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
844,49056 (29.4713592),5171,517124510,Computer Engineering,JEE(Main),AI to AI,AI
845,49071 (29.4713592),6313,631324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
846,49110 (29.4134631),2133,213324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
847,49138 (29.4046552),6155,615561210,Mechanical Engineering,JEE(Main),AI to AI,AI
848,49156 (29.3691538),1276,127624510,Computer Engineering,JEE(Main),AI to AI,AI
,,6,,,,,
849,49255 (29.0956988),3202,320224510,Computer Engineering,JEE(Main),AI to AI,AI
850,49362 (28.9884000),6317,631784410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
851,49385 (28.9882651),5162,516219110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
852,49457 (28.8412301),5177,517799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI
,,,,Data Science,,,
853,49603 (28.3613849),6184,618419110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
854,49608 (28.3613849),4172,417237210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
855,49683 (28.2348805),4144,414419110,Civil Engineering,JEE(Main),AI to AI,AI
856,49754 (27.8688733),2113,211329310,Electrical Engineering,JEE(Main),AI to AI,AI
857,49762 (27.8688733),5322,532219110,Civil Engineering,JEE(Main),AI to AI,AI
858,49775 (27.8688733),3175,317529310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
859,49854 (27.6715115),3210,321037210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
860,49911 (27.5940872),6122,612219110,Civil Engineering,JEE(Main),AI to AI,AI
861,50042 (27.3685219),6308,630824510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
862,50262 (26.9592107),6786,678661210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
863,50485 (26.5180473),6938,693892550F,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering (Artificial ,,,
864,50612 (26.0673461),6545,654524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
865,50795 (25.6955265),6304,630424210,"Computer Science and 
Engineering",JEE(Main),AI to AI,AI
866,51103 (24.9865347),6207,620746610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
867,51118 (24.9865347),1114,111419110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
868,51156 (24.7937919),6222,622229310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
869,51174 (24.7200279),4163,416337010,Electronics and ,JEE(Main),AI to AI,AI
,,,,Communication ,,,
870,51230 (24.6754259),6283,628350310,Food Technology,JEE(Main),AI to AI,AI
871,51256 (24.6483128),6901,690124210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
872,51363 (24.2896114),6797,679719110,Civil Engineering,JEE(Main),AI to AI,AI
873,51460 (24.0832638),4143,414319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
874,51545 (23.8498848),2134,213484410,Electronics and Computer ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
875,51684 (23.5163169),3189,318946610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
876,51753 (23.4037208),3447,344724510,Computer Engineering,JEE(Main),AI to AI,AI
877,51907 (22.9937492),4133,413324510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
878,51924 (22.9513259),5331,533161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
879,52042 (22.5174825),3220,322024510,Computer Engineering,JEE(Main),AI to AI,AI
880,52077 (22.4427514),6609,660961210,Mechanical Engineering,JEE(Main),AI to AI,AI
881,52219 (22.0866078),3190,319019110,Civil Engineering,JEE(Main),AI to AI,AI
882,52253 (22.0767514),4123,412361210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
883,52269 (22.0767514),2137,213761210,Mechanical Engineering,JEE(Main),AI to AI,AI
884,52275 (22.0127805),2130,213024210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
885,52289 (22.0127805),1123,112319110,Civil Engineering,JEE(Main),AI to AI,AI
886,52632 (21.2394862),2508,250819110,Civil Engineering,JEE(Main),AI to AI,AI
887,52702 (21.1399559),6177,617760610,Production Engineering,JEE(Main),AI to AI,AI
888,52760 (21.0455014),1125,112524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
889,52771 (21.0455014),4175,417524210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
890,52819 (20.9670031),4188,418861210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
891,52902 (20.7340532),6305,630524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
892,53070 (19.9872693),6755,675519110,Civil Engineering,JEE(Main),AI to AI,AI
893,53398 (19.5456296),3219,321991110,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Artificial ,,,
894,53500 (19.0931270),5411,541161210,Mechanical Engineering,JEE(Main),AI to AI,AI
895,53552 (18.8101900),5331,533137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
896,53590 (18.5932514),4143,414361210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
897,53607 (18.5482901),4138,413819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
898,53627 (18.5482901),6217,621737210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
899,53699 (18.2078037),3175,317519110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
900,53748 (18.0773985),5139,513919110,Civil Engineering,JEE(Main),AI to AI,AI
901,53825 (18.0095991),2133,213319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
902,53831 (17.9978208),5160,516061210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
903,53858 (17.9866365),4138,413829310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
904,53863 (17.9866365),6802,680261210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
905,53893 (17.8973557),3187,318791810,Civil and infrastructure ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
906,53952 (17.8387245),6643,664329310,Electrical Engineering,JEE(Main),AI to AI,AI
907,54256 (16.6926359),4195,419591210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering(Data Science),,,
908,54398 (16.4450618),1265,126535610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI
,,,,and Power],,,
909,54479 (16.2569916),4118,411837210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
910,54520 (15.9530606),1180,118019110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
911,54536 (15.8198758),5151,515161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
912,54554 (15.6055467),5399,539919110,Civil Engineering,JEE(Main),AI to AI,AI
913,54621 (15.3513014),3216,321619110,Civil Engineering,JEE(Main),AI to AI,AI
914,54673 (15.2722461),4136,413619110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
915,54698 (15.2559598),6284,628461210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
916,54732 (15.1844046),3196,319629310,Electrical Engineering,JEE(Main),AI to AI,AI
917,54750 (15.0369014),4144,414461210,Mechanical Engineering,JEE(Main),AI to AI,AI
918,54761 (14.9578398),6634,663437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
919,54794 (14.8756459),4285,428561210,Mechanical Engineering,JEE(Main),AI to AI,AI
920,54810 (14.8518418),1126,112624210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
921,54884 (14.6642732),6122,612261210,Mechanical Engineering,JEE(Main),AI to AI,AI
922,54989 (14.3553355),2114,211461210,Mechanical Engineering,JEE(Main),AI to AI,AI
923,55132 (13.9510510),6644,664424510,Computer Engineering,JEE(Main),AI to AI,AI
924,55182 (13.8528202),6141,614119110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
,,,,,,,
925,55355 (13.3117600),6267,626761210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
926,55360 (13.2870810),5161,516137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
927,55498 (12.4984272),5418,541861210,Mechanical Engineering,JEE(Main),AI to AI,AI
928,55689 (11.7792879),4151,415161210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
929,55691 (11.7792879),2116,211619110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
930,55701 (11.7314143),1182,118229310,Electrical Engineering,JEE(Main),AI to AI,AI
931,55717 (11.7287787),3217,321791610,Automation and Robotics,JEE(Main),AI to AI,AI
,,,,,,,
932,55736 (11.7225003),4304,430461250F,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
933,56000 (10.5908921),4190,419061210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
934,56039 (10.4191957),6222,622288610,Man Made Textile ,JEE(Main),AI to AI,AI
,,,,Technology,,,
935,56260 (9.6131103),4134,413437210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
936,56458 (8.8942414),4138,413861210,Mechanical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
937,56560 (8.2440560),6324,632461210,Mechanical Engineering,JEE(Main),AI to AI,AI
938,56659 (7.9896357),4133,413337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
939,56758 (7.6031512),6272,627246610,Instrumentation ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
940,56785 (7.4200946),4104,410461210,Mechanical Engineering,JEE(Main),AI to AI,AI
941,56989 (6.5645911),5244,524492210,Civil and Environmental ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
942,57036 (6.2477127),6220,622019110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
943,57054 (6.1945264),5139,513946410,Instrumentation and ,JEE(Main),AI to AI,AI
,,,,Control Engineering,,,
944,57059 (6.1678318),5169,516924510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
945,57069 (6.1436783),4188,418829310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
946,57084 (6.1038064),5108,510819110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
947,57161 (5.6165337),6766,676624510,Computer Engineering,JEE(Main),AI to AI,AI
,,,,,,,
948,57263 (5.0671943),5104,510419110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
949,57266 (5.0224701),6275,627529310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
950,57317 (4.8607683),3223,322319110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
951,57388 (4.3826037),6772,677229310,Electrical Engineering,JEE(Main),AI to AI,AI
952,57444 (4.2411952),6293,629324210,Computer Science and ,JEE(Main),AI to AI,AI
,,,,Engineering,,,
,,,,,,,
953,57527 (3.7028508),4135,413524610,Information Technology,JEE(Main),AI to AI,AI
,,,,,,,
954,57571 (3.4806830),4175,417561210,Mechanical Engineering,JEE(Main),AI to AI,AI
955,57611 (3.2140900),6160,616019110,Civil Engineering,JEE(Main),AI to AI,AI
956,57637 (3.1400037),4172,417219110,Civil Engineering,JEE(Main),AI to AI,AI
957,57822 (1.9037384),6901,690137210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
958,57852 (1.7974550),1130,113019110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
959,57861 (1.7259468),6938,693829350F,Electrical Engineering,JEE(Main),AI to AI,AI
960,57936 (1.4239519),5125,512529310,Electrical Engineering,JEE(Main),AI to AI,AI
,,,,,,,
961,57957 (1.2485945),6269,626937210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
962,57970 (1.1596928),5303,530337210,Electronics and ,JEE(Main),AI to AI,AI
,,,,Telecommunication Engg,,,
963,57989 (1.0538552),2126,212619110,Civil Engineering,JEE(Main),AI to AI,AI
,,,,,,,
964,58023 (0.7668830),4188,418870110,Mining Engineering,JEE(Main),AI to AI,AI
,,,,,,,
965,59062 (94.6047605),6758,675899510,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Data Science,,,
966,59251 (93.9762686),6177,617719110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
967,59930 (91.9561895),6307,630761210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
968,59983 (91.8189833),6149,614961210,Mechanical Engineering,MHT-CET,AI to AI,AI
969,60063 (91.5305537),4193,419337010,Electronics and ,MHT-CET,AI to AI,AI
,,,,Communication ,,,
970,60439 (90.6286291),2137,213724210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
971,63764 (83.6967382),3187,318737610,Electronics Engineering,MHT-CET,AI to AI,AI
972,64300 (82.9327064),3206,320629310,Electrical Engineering,MHT-CET,AI to AI,AI
973,64657 (82.1745519),6155,615519110,Civil Engineering,MHT-CET,AI to AI,AI
974,64740 (82.0130279),4177,417761210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
975,65116 (81.2926029),4172,417261210,Mechanical Engineering,MHT-CET,AI to AI,AI
976,65560 (80.7066037),6145,614561210,Mechanical Engineering,MHT-CET,AI to AI,AI
977,65980 (79.7854925),2252,225224210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
978,66037 (79.6562469),2250,225019110,Civil Engineering,MHT-CET,AI to AI,AI
979,66158 (79.5415810),5130,513029310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
980,67868 (76.6846715),3471,347119110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
981,67921 (76.4866569),3224,322424510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
982,68574 (75.7188332),6632,663292110,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Machine Learning,,,
983,68707 (75.6661300),6206,620661210,Mechanical Engineering,MHT-CET,AI to AI,AI
984,68766 (75.4365724),4285,428524610,Information Technology,MHT-CET,AI to AI,AI
985,69399 (74.3520423),5109,510991610,Automation and Robotics,MHT-CET,AI to AI,AI
,,,,,,,
986,70727 (72.4696585),3475,347519110,Civil Engineering,MHT-CET,AI to AI,AI
987,70736 (72.4696585),3192,319261210,Mechanical Engineering,MHT-CET,AI to AI,AI
988,71733 (70.7889680),6184,618429310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
989,72840 (68.9918585),3190,319037610,Electronics Engineering,MHT-CET,AI to AI,AI
990,73196 (68.5336468),3218,321819110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
991,73734 (67.8408129),6178,617861210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
992,74418 (66.1416397),1120,112089310,Textile Engineering / ,MHT-CET,AI to AI,AI
,,,,Technology,,,
993,74533 (66.0774325),3221,322119110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
994,75096 (65.5810044),5330,533037210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
995,76182 (63.6974316),3353,335324510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
996,78633 (59.3581253),3154,315419110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
997,78643 (59.3581253),6322,632261210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
998,78825 (59.0147680),6419,641937010,Electronics and ,MHT-CET,AI to AI,AI
,,,,Communication ,,,
999,78859 (59.0147680),3220,322024610,Information Technology,MHT-CET,AI to AI,AI
"1,000",78925 (59.0147680),3187,318719110,Civil Engineering,MHT-CET,AI to AI,AI
"1,001",79720 (58.2603585),6179,617961210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,002",82233 (53.6630133),3217,321737210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,003",83826 (51.2157744),6759,675929310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,004",84477 (49.5849968),2127,212719110,Civil Engineering,MHT-CET,AI to AI,AI
"1,005",84629 (48.9793798),6781,678124210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,006",84815 (48.8491306),5380,538024510,Computer Engineering,MHT-CET,AI to AI,AI
"1,007",84852 (48.8491306),3200,320050710,Chemical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,008",85062 (48.4337349),3436,343624510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,009",85108 (48.4337349),6277,627737210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,010",85346 (48.3091541),6794,679461210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,011",86095 (47.4330065),3212,321237210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,012",86706 (45.4668811),6156,615661210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,013",87352 (44.5236882),3190,319061210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,014",87654 (44.3547118),3503,350324610,Information Technology,MHT-CET,AI to AI,AI
"1,015",87802 (44.1945416),5151,515129310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,016",88148 (42.4406388),6758,675837210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,017",88780 (41.5574493),5139,513950710,Chemical Engineering,MHT-CET,AI to AI,AI
"1,018",88800 (41.5574493),6326,632624210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,019",88909 (41.3646055),2111,211119110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,020",88970 (41.1916183),6281,628161210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,021",89188 (41.1346317),3222,322229310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,022",89299 (41.1346317),6756,675624210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
,,,,,,,
"1,023",89384 (41.0748854),6803,680337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,024",89507 (40.7677382),6317,631729310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,025",89629 (40.7677382),6187,618719110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,026",89655 (40.7677382),6187,618761210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,027",89742 (40.2546574),4141,414124510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,028",89901 (39.7860074),6220,622029310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,029",90033 (38.7528893),6466,646624210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,030",90545 (37.8436353),4181,418124510,Computer Engineering,MHT-CET,AI to AI,AI
"1,031",90666 (37.8436353),3445,344524510,Computer Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,032",90768 (37.6726418),2533,253384410,Electronics and Computer ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,033",90993 (37.5662711),6283,628329310,Electrical Engineering,MHT-CET,AI to AI,AI
"1,034",91141 (37.4274070),6269,626990010,Electronics and Computer ,MHT-CET,AI to AI,AI
,,,,Science,,,
"1,035",91154 (37.4274070),4188,418824210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,036",91223 (37.4274070),2250,225037210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
,,,,,,,
"1,037",91476 (37.3800409),3222,322260210,Automobile Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,038",91491 (37.3800409),6419,641961210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,039",91766 (36.4202981),2114,211419110,Civil Engineering,MHT-CET,AI to AI,AI
"1,040",92143 (34.9390628),6317,631791610,Automation and Robotics,MHT-CET,AI to AI,AI
,,,,,,,
"1,041",92176 (34.2703923),1127,112737210,"Electronics and 
Telecommunication Engg",MHT-CET,AI to AI,AI
"1,042",92278 (34.2703923),1130,113024210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,043",92384 (34.2396221),1182,118224210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,044",92579 (33.9863671),5103,510319110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,045",92729 (33.8348516),4613,461337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,046",92842 (33.8348516),5104,510450710,Chemical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,047",92938 (33.8297761),6149,614937210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,048",93266 (33.1688568),6303,630337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,049",93275 (33.1688568),4197,419724210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,050",93465 (32.7140844),6284,628419110,Civil Engineering,MHT-CET,AI to AI,AI
,,,,,,,
,,,,,,,
"1,051",93620 (32.2078055),6797,679737210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,052",93634 (32.2078055),5139,513961210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,053",93968 (30.6714243),1121,112161210,Mechanical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,054",94029 (30.6714243),1180,118024210,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering,,,
"1,055",94198 (30.6350550),6177,617761210,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,056",94206 (30.4266599),6293,629337210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,057",94610 (30.3004877),5164,516437210,Electronics and ,MHT-CET,AI to AI,AI
,,,,Telecommunication Engg,,,
"1,058",94708 (30.3004877),6780,678029310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
"1,059",94864 (30.1146048),6732,673219110,Civil Engineering,MHT-CET,AI to AI,AI
"1,060",95066 (29.0049040),3351,335191110,Computer Science and ,MHT-CET,AI to AI,AI
,,,,Engineering(Artificial ,,,
"1,061",95193 (29.0049040),6214,621462410,Mechatronics Engineering,MHT-CET,AI to AI,AI
"1,062",95194 (29.0049040),3198,319899510,Artificial Intelligence and ,MHT-CET,AI to AI,AI
,,,,Data Science,,,
"1,063",95251 (28.7742003),4151,415108210,Bio Technology,MHT-CET,AI to AI,AI
,,,,,,,
"1,064",95341 (28.7742003),6640,664029310,Electrical Engineering,MHT-CET,AI to AI,AI
,,,,,,,
